563,201
563,205
563,10
563,343
563,229
563,448
563,212
563,268
563,26
563,163
563,11
563,419
563,342
563,250
563,237
563,197
563,14
563,459
563,154
563,248
563,16
563,247
563,271
563,202
563,169
563,151
563,478
563,187
563,370
563,543
563,273
563,158
563,13
150,237
150,609
150,149
150,528
219,370
90,10
90,584
90,177
90,345
90,289
90,374
90,565
90,326
90,176
90,200
90,310
605,401
605,254
503,229
503,461
503,237
503,189
503,149
503,50
503,344
406,370
127,14
127,604
409,237
52,596
52,480
52,606
52,498
52,273
156,406
156,420
156,543
212,177
212,237
212,161
212,176
19,424
19,526
216,614
216,178
216,609
216,149
216,176
216,528
216,169
216,150
395,603
395,566
538,6
538,57
538,359
538,69
538,504
538,596
538,556
538,606
538,360
538,13
538,140
488,596
88,558
88,4
88,366
88,255
88,342
88,542
88,387
88,516
88,530
88,464
229,212
229,237
229,588
229,149
229,176
229,150
229,179
229,246
229,247
125,391
125,281
125,356
125,342
125,531
125,151
17,169
17,486
17,599
17,602
17,210
17,149
17,150
17,424
558,404
558,457
558,370
558,456
155,237
332,566
332,168
86,438
86,4
86,426
86,599
86,479
86,169
86,390
86,600
86,70
86,483
318,268
318,169
139,599
139,9
139,150
139,169
139,335
139,320
15,448
15,148
15,342
15,573
15,173
227,178
227,354
1,201
1,391
1,448
1,53
1,268
1,49
1,320
1,282
1,46
1,587
1,566
1,401
1,52
1,599
1,248
1,560
1,206
1,254
1,149
1,247
1,417
1,202
1,240
1,150
1,316
1,266
1,456
1,30
1,13
62,230
62,237
62,246
62,35
62,248
62,189
62,149
62,344
62,573
62,179
137,426
137,412
137,320
137,369
137,413
137,231
27,419
27,448
27,150
27,488
27,605
27,525
27,242
27,566
27,405
27,429
246,212
246,237
246,189
246,211
246,149
246,176
246,179
38,614
38,383
38,177
38,237
38,599
38,149
38,202
38,344
38,150
60,471
60,391
60,407
60,457
170,566
170,150
99,552
99,569
99,318
99,4
99,541
99,197
99,245
99,447
99,425
99,304
366,542
366,516
366,530
366,531
366,507
176,387
176,611
176,237
176,609
176,370
309,420
109,364
109,26
109,508
109,160
109,451
109,466
109,263
109,150
109,151
109,426
109,70
58,212
58,230
58,476
58,237
58,406
58,152
58,599
58,417
58,150
58,573
58,411
58,507
36,201
36,439
36,612
205,165
205,158
552,370
456,405
136,391
136,237
136,396
136,596
136,555
136,606
107,426
107,26
107,530
107,231
107,150
596,370
433,151
433,600
433,483
34,183
56,13
56,555
56,32
56,610
56,603
56,400
56,408
56,153
66,212
66,363
66,318
66,237
66,246
66,62
66,503
66,189
66,271
66,220
66,573
66,179
66,478
66,302
66,300
290,182
290,609
180,169
97,229
97,376
97,66
97,363
97,345
97,237
97,246
97,62
97,248
97,189
97,149
97,202
97,220
97,150
97,344
97,573
97,179
97,478
97,302
97,300
105,178
105,426
105,451
105,149
105,477
105,50
105,509
105,150
134,540
134,513
134,398
134,309
134,521
134,453
134,451
134,399
134,105
390,487
390,491
392,212
392,320
254,404
254,370
153,408
153,400
153,610
32,23
32,561
32,283
391,439
320,166
320,269
24,576
24,420
24,585
24,573
351,477
608,254
65,611
65,254
65,201
65,228
65,237
65,202
65,248
65,599
65,448
65,44
65,235
65,199
65,148
95,345
95,223
95,409
95,250
95,237
95,410
95,155
95,307
95,602
95,254
95,222
95,184
95,370
95,486
95,13
247,166
247,203
247,421
247,254
247,149
247,150
247,199
247,486
231,248
231,167
231,150
103,502
377,426
377,262
592,401
592,456
486,409
486,237
486,410
30,206
30,329
30,150
30,25
22,262
22,148
22,559
22,208
22,254
22,218
294,548
63,162
63,234
63,337
63,546
63,481
93,370
93,543
93,341
93,53
93,254
93,248
602,154
334,212
334,246
334,292
208,254
206,329
146,330
146,607
146,332
146,495
612,391
612,439
324,264
324,228
324,254
324,231
324,150
44,201
44,235
44,196
44,391
44,268
44,342
44,250
44,599
44,612
44,202
44,199
326,250
326,289
326,176
326,199
152,410
152,149
163,237
163,149
144,336
144,111
461,237
461,229
461,573
461,149
461,344
461,246
461,189
461,524
461,179
461,507
169,611
169,237
169,609
169,149
169,528
169,150
396,10
396,391
396,598
396,374
3,384
3,190
3,461
3,49
3,309
3,28
3,47
3,299
3,284
3,307
3,154
3,209
3,39
3,13
560,148
560,605
560,593
282,201
282,587
277,245
277,193
277,154
277,247
142,201
142,157
142,171
142,397
142,254
142,276
142,580
142,543
142,365
116,471
116,484
41,549
41,358
41,226
41,473
225,386
74,201
74,434
74,426
74,482
74,345
74,169
74,543
114,88
114,368
114,501
114,87
114,505
114,50
114,42
114,84
114,427
114,392
286,232
286,256
39,307
248,237
248,189
248,149
248,528
248,169
248,150
248,179
276,201
276,157
276,245
276,397
276,193
276,202
276,220
276,543
72,343
72,341
72,251
72,345
72,26
72,1
72,465
72,320
72,342
72,269
72,150
72,185
72,13
112,581
112,4
112,600
112,404
361,383
221,166
221,486
184,409
184,237
184,410
184,406
184,152
184,149
184,150
342,391
342,599
591,177
591,246
591,254
591,176
591,370
591,310
228,165
228,212
228,237
228,215
228,588
228,248
228,216
228,612
228,150
228,179
228,214
228,200
193,187
193,154
193,150
257,409
257,237
257,406
257,155
257,149
257,184
257,202
257,150
257,179
110,462
110,599
110,151
110,600
110,483
603,610
264,201
264,212
264,157
264,281
264,611
264,237
264,161
264,149
264,176
264,150
264,543
124,237
124,503
124,121
124,573
124,179
124,200
465,439
465,329
465,206
465,192
465,401
465,456
465,316
465,202
465,265
465,30
201,205
201,165
201,611
201,169
201,158
327,212
327,268
327,203
327,247
327,176
327,236
50,33
50,26
50,403
50,524
50,189
50,210
50,248
50,231
50,522
50,167
50,573
50,230
50,179
69,391
69,359
69,237
69,596
69,9
69,599
69,189
69,555
69,150
69,257
69,151
69,606
69,36
69,283
69,259
562,552
562,577
375,230
375,347
375,237
375,246
375,334
299,408
304,439
304,611
599,409
599,237
599,150
599,151
599,370
67,576
67,230
67,49
67,228
67,564
67,206
67,149
67,578
209,178
209,611
209,237
209,176
9,278
9,53
9,26
9,599
9,247
9,150
13,291
13,169
13,430
13,154
13,418
13,187
13,543
48,193
48,298
48,247
48,209
48,150
48,579
82,367
82,322
568,150
568,201
568,10
568,463
568,157
568,596
303,165
303,201
303,205
122,245
122,193
122,504
122,254
122,331
122,318
122,187
122,277
122,338
573,237
573,588
573,149
573,150
564,212
564,177
564,178
564,248
564,149
564,176
564,202
564,265
463,555
11,165
11,448
11,212
11,237
11,215
11,588
11,248
11,189
11,211
11,150
11,344
11,612
11,179
11,214
11,200
466,263
466,160
337,277
186,434
300,165
300,204
300,148
300,264
300,217
300,203
300,202
300,150
300,266
300,354
300,304
300,273
300,158
151,383
388,264
388,162
388,337
531,461
531,50
531,231
81,268
81,34
81,196
81,422
81,354
81,460
81,293
81,269
373,201
373,391
373,212
373,177
373,374
373,273
120,201
120,343
120,57
120,85
120,370
120,13
462,599
462,614
462,177
462,383
8,485
8,436
8,194
8,416
204,177
204,176
204,200
305,168
54,165
54,391
54,544
54,274
54,198
54,199
54,44
54,258
54,273
54,188
79,254
79,430
79,176
79,591
79,197
79,330
79,461
79,324
79,463
79,11
79,566
79,543
79,421
363,212
363,268
363,237
363,248
363,150
483,599
483,151
468,365
284,408
336,196
336,268
336,178
336,182
336,267
336,327
336,169
6,487
6,491
6,235
6,493
6,469
6,613
6,596
6,459
6,243
6,556
6,168
6,492
6,606
132,281
132,444
132,490
132,328
132,388
77,342
77,464
77,210
77,330
178,149
178,150
178,354
157,587
197,165
197,439
197,612
197,199
197,608
130,454
130,382
130,452
